"","Elevation","WaterTemp","DO","BdLog","BodyCondition"
"CM030322.1:773115108",0.0409785927611339,0.0343637686781312,0.99998373797515,0.99998373797515,0.952545700600146
"CM030322.1:784327944",0.185392458299372,0.0300618875309802,0.99998373797515,0.99998373797515,0.98221138358143
"CM030322.1:801628626",0.966204965289845,0.99998373797515,0.0233821958459922,0.0830038272594155,0.99998373797515
"CM030322.1:848859242",0.001139878075823,0.018321574522597,0.892265621119524,0.588455187566219,0.99998373797515
"CM030322.1:867427223",0.99998373797515,0.968338125267466,0.0360680421599363,0.99998373797515,0.988415909453536
"CM030322.1:867486007",0.603118585840914,0.0428329486869692,0.863168646229671,0.99998373797515,0.481101330637987
"CM030322.1:898910974",0.512373705137779,0.99998373797515,0.856462650236275,0.0453141609155096,0.856285469267765
"CM030322.1:912085276",0.589264845339654,0.0466659418324769,0.934644518922152,0.87498249914249,0.99998373797515
"CM030322.1:958809209",0.40107046148231,0.44598301015179,0.00698285362096297,0.99998373797515,0.99998373797515
"CM030322.1:978369488",0.043651943506273,0.00271722245540989,0.99998373797515,0.99998373797515,0.855830368843599
"CM030322.1:980714436",0.00369850296756707,0.00417569926469321,0.966709736938872,0.99998373797515,0.793113164029889
"CM030322.1:1000504928",0.00776974148222829,0.0419433986650521,0.555629068580494,0.99998373797515,0.486879798005025
"CM030322.1:1028167392",0.00170854759857734,0.00564910418944421,0.680800954316447,0.863206509964935,0.225620701207866
"CM030322.1:1029402497",0.0254795648045639,0.0193786605889794,0.99998373797515,0.99998373797515,0.99998373797515
"CM030322.1:1033334889",0.966484186315244,0.99998373797515,0.99998373797515,0.0462491922793635,0.977163953509879
"CM030322.1:1076302060",0.210472538909972,0.0223177082818934,0.89149065984664,0.583318155944166,0.99998373797515
"CM030323.1:348182",0.464411884151081,0.00068988349843471,0.198470522645903,0.99998373797515,0.873324967483412
"CM030323.1:17165489",0.00806066320152271,0.00196820689711102,0.99998373797515,0.99998373797515,0.99998373797515
"CM030323.1:48699165",0.0367224649318839,0.0371910282826828,0.652475246883035,0.968475783813322,0.99998373797515
"CM030323.1:58697040",0.242399788002797,0.0166304306054152,0.835200764800275,0.983654736605611,0.155457907767244
"CM030323.1:73055582",0.027898535064661,0.0123351939411767,0.886623439833425,0.99998373797515,0.994989395912187
"CM030323.1:76402522",0.685824548770189,0.0292297260802928,0.784846225807178,0.993187799658911,0.99998373797515
"CM030323.1:83918524",0.00317061623653171,0.0134792375760957,0.941877692069867,0.99998373797515,0.792139192097555
"CM030323.1:93275019",0.0225379675609662,0.016939076243797,0.998542694210452,0.99998373797515,0.99998373797515
"CM030323.1:93346874",0.116934058564392,0.0462491922793635,0.99998373797515,0.990707648454493,0.99998373797515
"CM030323.1:97193067",0.0782752653502561,0.027747533416489,0.99998373797515,0.99998373797515,0.968926354345688
"CM030323.1:124616353",0.0727236670481344,0.0215173155009066,0.99998373797515,0.99998373797515,0.848092616585217
"CM030323.1:159458575",0.000838783505003515,0.000712983464864918,0.933229785774073,0.974763312885652,0.99998373797515
"CM030323.1:166242196",0.0013554962856203,0.00892850030683462,0.97285754962771,0.973706482719489,0.99998373797515
"CM030323.1:178696443",0.0168760327769557,0.0243206757947389,0.99998373797515,0.972021388290238,0.99998373797515
"CM030323.1:200347849",0.0347364989949502,0.886126255503168,0.00108277500818487,0.99998373797515,0.99998373797515
"CM030323.1:208611494",0.158308090630858,0.683959947153811,0.0093907807159119,0.99998373797515,0.99998373797515
"CM030323.1:209129353",0.525285689663078,0.99998373797515,0.00124801524514337,0.960570279599122,0.99998373797515
"CM030323.1:214952999",0.115551920863845,0.992370048810951,0.000924793855042887,0.832384640063175,0.99998373797515
"CM030323.1:236646485",0.989606417179446,0.99998373797515,0.91166976386345,0.99998373797515,0.0467295111669641
"CM030323.1:243520853",0.343580654286264,0.999426631760827,0.00528507478772367,0.475385665259984,0.99998373797515
"CM030323.1:245605685",0.0197146889541756,0.0215917739180361,0.644163891644931,0.947417391900207,0.808368607103357
"CM030323.1:257982077",0.0806244379055365,0.046743176876839,0.970628616987457,0.99998373797515,0.883604732728825
"CM030323.1:265286525",0.0618383391908976,0.0301780332738918,0.99998373797515,0.979549746451244,0.99998373797515
"CM030323.1:274255637",0.0303575808743776,0.0365867765106182,0.966211805577357,0.99998373797515,0.609450327233982
"CM030323.1:276137253",0.384964995084467,0.99998373797515,0.98908491324609,0.0174479999584396,0.99998373797515
"CM030323.1:293898451",0.0294574611260487,0.165819224521244,0.943273502505744,0.987728699518137,0.99998373797515
"CM030323.1:308526388",0.0165317915713641,0.00562559529541053,0.99998373797515,0.976006689775533,0.99998373797515
"CM030323.1:344183251",0.768357767772603,0.882259609122305,0.00790214741309374,0.469289677093224,0.938375905392213
"CM030323.1:349238758",0.99998373797515,0.99998373797515,0.0255560471475193,0.99998373797515,0.821800733395369
"CM030323.1:352079573",0.0409794587165202,0.0336610632877002,0.99998373797515,0.99998373797515,0.9871814610948
"CM030323.1:362686784",0.99998373797515,0.99998373797515,0.967058827983749,0.999410158487454,0.0286509974852361
"CM030323.1:366053068",0.00022107991933856,0.000546990140191755,0.730953508270484,0.99998373797515,0.230509183479804
"CM030323.1:383949089",0.293896788879842,0.99998373797515,0.0354898142915186,0.726953494733837,0.998896252323356
"CM030323.1:384023293",0.0723083913621977,0.0245990829419841,0.963427756185308,0.554434058474107,0.639272340146454
"CM030323.1:394917385",0.50072887640623,0.99998373797515,0.0242263916859312,0.99998373797515,0.401202329857869
"CM030323.1:423671085",0.78985200899194,0.99998373797515,0.0418390916837198,0.99998373797515,0.997396600856157
"CM030323.1:429250925",0.180588958867285,0.956109044388702,0.00384092780389641,0.99998373797515,0.99998373797515
"CM030323.1:429876182",0.0414198447448969,0.0302789341576877,0.995584359912377,0.99998373797515,0.689516325671932
"CM030323.1:436898490",0.313078740531497,0.998206485756324,0.0457708553589431,0.306449302388671,0.962788645391553
"CM030323.1:437084559",0.00846917650812785,0.246101780897084,0.999395989014923,0.981647100848023,0.826748097965569
"CM030323.1:443047304",0.000924793855042887,0.00105807987479817,0.99998373797515,0.99998373797515,0.32557103904013
"CM030323.1:471131988",0.417418295601778,0.0153409031165337,0.717803683406336,0.8250367850376,0.99998373797515
"CM030323.1:475870072",0.0284747184956101,0.00493780396840675,0.991704980365187,0.936330598593547,0.946238501922261
"CM030323.1:487459175",0.99998373797515,0.99998373797515,0.0461855589378589,0.99998373797515,0.978554685294964
"CM030323.1:494226373",0.99998373797515,0.915666531512442,0.0321661856013875,0.99998373797515,0.459271368692161
"CM030324.1:47182929",0.464737675341058,0.0452261600903069,0.738098734517437,0.999554869500662,0.742847907674892
"CM030324.1:77017721",0.605768112280256,0.0114218122706206,0.627588951490055,0.99998373797515,0.99998373797515
"CM030324.1:79002223",0.00270991066512787,0.479658678856511,0.99998373797515,0.99998373797515,0.990774115813443
"CM030324.1:90335559",0.0189795009824117,0.00596386664594398,0.99998373797515,0.967946320966623,0.831282099914976
"CM030324.1:94388779",0.0496951068182537,0.358473488542097,0.996611750674309,0.991330142021305,0.703832304865688
"CM030324.1:98954756",0.0477988762602179,0.077926583026434,0.796747521877888,0.983060404129043,0.642606058303308
"CM030324.1:110188315",0.000494253959891022,0.0301780332738918,0.985875039063597,0.99998373797515,0.972518542414144
"CM030324.1:120993382",0.472212447915801,0.00356416652766127,0.408968709625663,0.99998373797515,0.99998373797515
"CM030324.1:128175443",0.0168760327769557,0.020185948296247,0.946765681961047,0.99998373797515,0.99998373797515
"CM030324.1:148916371",0.00759810714323031,0.00775438726621374,0.994180539600015,0.92570539791716,0.99998373797515
"CM030324.1:158916955",4.88396133144438e-06,2.60741738435753e-07,0.660288744009991,0.99998373797515,0.99998373797515
"CM030324.1:161919167",0.203098759802323,0.000192482634079971,0.2965732669297,0.999533052565974,0.99998373797515
"CM030324.1:163794238",0.99998373797515,0.992058337273551,0.00196495217359385,0.753925897167497,0.983713598075055
"CM030324.1:163794255",0.0019440528433398,0.00140414324152341,0.99998373797515,0.99998373797515,0.99998373797515
"CM030324.1:171631907",1.05422943926927e-08,6.93978363738613e-09,0.937692193420331,0.99998373797515,0.172495203212709
"CM030324.1:173887837",0.991834744013746,0.99998373797515,0.0127587367432242,0.99998373797515,0.99998373797515
"CM030324.1:179833008",0.0172813540638882,0.00369133570025658,0.99998373797515,0.99998373797515,0.98317857899996
"CM030324.1:189379112",0.0245990829419841,0.99998373797515,0.000726889214560047,0.737744490635247,0.99998373797515
"CM030324.1:191152013",0.988399596232863,0.0250521869698626,0.99998373797515,0.99998373797515,0.290725827522967
"CM030324.1:206319082",0.555804151941124,0.0348575041986299,0.806794473822483,0.99998373797515,0.99998373797515
"CM030324.1:216201090",0.709873448152113,0.950057518162392,0.0111270431347663,0.999721854499842,0.987304621666172
"CM030324.1:232199079",0.939369270728548,0.998924004199265,0.0377141419351267,0.99998373797515,0.99998373797515
"CM030324.1:244102563",0.000517677440733442,0.0149528224778876,0.0923425383503477,0.993181557975504,0.882333859388192
"CM030324.1:277390791",0.99998373797515,0.99998373797515,0.99998373797515,0.0491278334465958,0.931399803766319
"CM030324.1:295204161",0.00913777394086396,0.00332721709245866,0.99998373797515,0.923553077674455,0.99998373797515
"CM030324.1:303164964",0.38293092321162,0.99998373797515,0.00797539367982142,0.99998373797515,0.768711309381009
"CM030325.1:21074777",0.0345772229777272,0.87865509777312,0.99998373797515,0.99998373797515,0.99998373797515
"CM030325.1:42448475",0.0248290668779623,0.163825173330295,0.987702933260173,0.99998373797515,0.738993269586507
"CM030325.1:80041905",0.573980306246501,0.00213383950482936,0.21444825568935,0.99998373797515,0.99998373797515
"CM030325.1:99322906",0.0651290086144311,0.0239364496898879,0.99998373797515,0.99998373797515,0.99998373797515
"CM030325.1:111094403",0.0647571616217809,0.0345786411756223,0.99998373797515,0.99998373797515,0.919696876922477
"CM030325.1:119645456",0.000284307750370904,0.000276569705858451,0.975045131348631,0.987625184761215,0.908190532626104
"CM030325.1:122246203",0.821340396758083,0.00288733809500326,0.860069595765685,0.987833702714739,0.920473646329496
"CM030325.1:122297283",0.738098734517437,0.0306828024454213,0.720665274375616,0.779510999640406,0.99998373797515
"CM030325.1:125379992",0.0306828024454213,0.0472958267807106,0.686037360763074,0.85945437289546,0.529900728685768
"CM030325.1:127482109",0.689417823462715,0.0123282443791077,0.440940106940168,0.99998373797515,0.99998373797515
"CM030325.1:132530799",0.469289677093224,0.02702079279326,0.99998373797515,0.929863077434609,0.759508033019784
"CM030325.1:132709179",0.034449501408897,0.0245595484378899,0.99998373797515,0.99998373797515,0.983703091353437
"CM030325.1:156145875",0.0070309473747895,0.00183952892927448,0.99998373797515,0.99998373797515,0.929156735882672
"CM030325.1:177711410",0.000929743968720551,0.000341357932347629,0.858469279282024,0.4748256147414,0.934712734191613
"CM030325.1:227699776",0.99998373797515,0.99998373797515,0.0499305479558886,0.99998373797515,0.99998373797515
"CM030325.1:246450650",0.916351336983711,0.639203180837317,0.0295176285248634,0.759996366818527,0.763040723924761
"CM030325.1:256018927",0.0428329486869692,0.740089182426252,0.468101460502696,0.99998373797515,0.99998373797515
"CM030325.1:266021254",0.0398816783591017,0.7182946710511,0.774997289430091,0.675444209429513,0.960393657388565
"CM030325.1:269797543",0.0271733114402844,0.000109652006813879,0.99998373797515,0.99998373797515,0.99998373797515
"CM030325.1:286273313",9.09338817421759e-05,7.11492240661541e-05,0.298762424680065,0.948911560316374,0.99998373797515
"CM030325.1:291358278",0.222675936830699,0.99998373797515,0.016170018926099,0.522072832293632,0.99998373797515
"CM030325.1:303699000",0.00822504376819504,0.0770253201010148,0.809653992271348,0.99998373797515,0.544767976903462
"CM030325.1:317928518",0.125357159078529,0.0434662019920152,0.854825194928417,0.917101192885778,0.0638633253871947
"CM030325.1:320728341",0.00597835450796958,0.387339923704821,0.99998373797515,0.872995071505175,0.99998373797515
"CM030325.1:322300359",0.562720218497692,0.00197321001436453,0.259775962607106,0.99998373797515,0.99998373797515
"CM030325.1:328211627",0.99998373797515,0.581821077297588,0.0466016390003356,0.99998373797515,0.959787779587846
"CM030325.1:383070089",0.0409785927611339,0.00235535726187442,0.377388946284014,0.99998373797515,0.71805201505629
"CM030325.1:403612022",0.00539144793463864,0.00202544934469939,0.902304109447149,0.99998373797515,0.99998373797515
"CM030325.1:412933061",0.0284407532156002,0.168611620215933,0.67192883350197,0.99998373797515,0.99998373797515
"CM030325.1:435619635",0.386089316833711,0.0461855589378589,0.75651689182346,0.99998373797515,0.99998373797515
"CM030325.1:456132577",0.0996385899770301,0.0497372129041485,0.99998373797515,0.988003494422651,0.907499308055153
"CM030325.1:461666969",0.007454189946255,0.00210334021766526,0.707623703782307,0.99998373797515,0.99998373797515
"CM030325.1:505966415",0.00675625433074381,0.450523206592673,0.99998373797515,0.99998373797515,0.99998373797515
"CM030325.1:546134357",0.0467004030329787,0.848965570702735,0.99998373797515,0.996148164540099,0.99998373797515
"CM030325.1:570808259",0.000196460510887632,0.000109652006813879,0.981517765014948,0.99998373797515,0.99998373797515
"CM030325.1:586599749",0.99998373797515,0.99998373797515,0.00825209923344497,0.99998373797515,0.968871862066206
"CM030325.1:602724496",0.464737675341058,0.0036130573993827,0.438044433355559,0.99998373797515,0.99998373797515
"CM030325.1:673506121",0.159501569289152,0.0289238936132298,0.985727373792823,0.823167373669471,0.99998373797515
"CM030325.1:766438463",0.00392618072269685,0.00332721709245866,0.920188231175606,0.99998373797515,0.99998373797515
"CM030325.1:840980307",0.287838533713134,0.0326005416205684,0.99998373797515,0.878550806436399,0.99998373797515
"CM030325.1:860729372",0.00525231363110375,0.0046604187787067,0.99998373797515,0.99998373797515,0.996096293135584
"CM030325.1:866645536",0.99998373797515,0.99998373797515,0.99998373797515,0.0293216357378754,0.997985400132997
"CM030325.1:893593595",0.648395556627527,0.413683373867973,0.0292824838386116,0.94758374788289,0.998542694210452
"CM030325.1:897161565",0.15131541572113,5.66952679497105e-05,0.152420948042319,0.805616617032817,0.723330926742772
"CM030325.1:901625266",0.680172144617166,0.7479853819583,0.751156235933233,0.419886440429774,0.0415329383968439
"CM030325.1:908170998",0.0773348446741168,0.0013569926710631,0.972854726906347,0.99998373797515,0.998896252323356
"CM030325.1:920434346",0.680028043798326,0.0184281892207107,0.276154316259947,0.99998373797515,0.99998373797515
"CM030325.1:948426706",0.986605698560077,0.99998373797515,0.00256554976416779,0.486050610241149,0.99998373797515
"CM030325.1:954555285",0.00022824751905526,0.000311968201514855,0.681013231141678,0.967657581428687,0.168676382380714
"CM030325.1:966380467",0.469767090034094,0.0392968118811441,0.954291742620314,0.99998373797515,0.972294268653311
"CM030325.1:998374021",0.259628634624848,0.99998373797515,0.026272719459001,0.964992538804367,0.805599952027149
"CM030325.1:998938303",0.717492170642317,0.00911946684414196,0.312725176679334,0.99998373797515,0.969764251977969
"CM030325.1:1001923382",1.83467191687706e-05,8.45533943758218e-05,0.718886053134092,0.99998373797515,0.150137581374222
"CM030325.1:1015636926",0.680338911899504,0.99998373797515,0.0488528405000264,0.858469279282024,0.99998373797515
"CM030325.1:1053115604",0.0338150982428001,0.0391736736532179,0.99998373797515,0.922763979306162,0.99998373797515
"CM030325.1:1075578964",0.0485885269874347,0.745303901191261,0.871766861312661,0.99998373797515,0.972986426711286
"CM030326.1:9650382",0.00214423539489156,0.00535154942319428,0.912235293887514,0.99998373797515,0.99998373797515
"CM030326.1:12342628",0.115892856231121,0.0316631606245005,0.535580323001304,0.966267795813202,0.99998373797515
"CM030326.1:16585177",0.733207293526712,0.0274202733100586,0.912539369112212,0.99998373797515,0.852067472278567
"CM030326.1:22427289",0.182545257692029,0.939529914342399,0.0242929579609645,0.989837270070913,0.99998373797515
"CM030326.1:34799494",3.69218788458707e-05,0.00896450593141008,0.817032509229548,0.992273884356034,0.99998373797515
"CM030326.1:49307771",0.99998373797515,0.808782513342272,0.656389473092213,0.0394133452363379,0.974156007095889
"CM030326.1:49569990",0.0174068171793385,0.795825382586733,0.794096356630946,0.776333316321597,0.997564338806039
"CM030326.1:55899051",0.995949529893361,0.0143710688912222,0.968648313801742,0.99998373797515,0.99998373797515
"CM030326.1:69356092",0.615633329560921,0.0350874524542516,0.99998373797515,0.983713598075055,0.956119986871691
"CM030326.1:103178377",0.0348486726940063,0.00170854759857734,0.99998373797515,0.855494095540681,0.99998373797515
"CM030326.1:106070023",0.00677982516309609,0.0200591591541355,0.539006121904628,0.942656748162325,0.99998373797515
"CM030326.1:124198183",0.165593597943935,0.00341863319689562,0.668466129169844,0.99998373797515,0.99998373797515
"CM030326.1:124464607",0.129980457621703,0.0367590589929016,0.899985474292365,0.998932818911573,0.99998373797515
"CM030326.1:163519666",0.00168568014104199,0.559201611125239,0.682398373205961,0.271444724077762,0.920901741773442
"CM030326.1:166434099",0.0241462516528824,0.00882390298742927,0.99998373797515,0.99998373797515,0.997263764706763
"CM030326.1:226125695",0.95236141631013,0.0223177082818934,0.99998373797515,0.99998373797515,0.396779835791318
"CM030326.1:236516989",0.00136937589716958,0.00126561604648036,0.99998373797515,0.99998373797515,0.512346876013363
"CM030326.1:274538834",0.046743176876839,0.103167455535799,0.99998373797515,0.818621954349186,0.99998373797515
"CM030327.1:16954875",0.563784981925909,0.99998373797515,0.0224320031109649,0.959700707144639,0.472305164165068
"CM030327.1:37483212",0.0197458439939284,0.488198894379713,0.987522809082245,0.999554869500662,0.546271240094783
"CM030327.1:38616605",0.000546990140191755,0.00222140601920344,0.873501453526941,0.99998373797515,0.976164471460722
"CM030327.1:40953595",1.99941566643297e-05,9.76846337244696e-06,0.592945275127435,0.993355831160102,0.99266654275441
"CM030327.1:43979980",0.237171109096465,0.010911205889701,0.832329443600837,0.99998373797515,0.99998373797515
"CM030327.1:47175516",0.282194507605252,0.298308930739164,0.0126236833856027,0.825233321334917,0.932429100057247
"CM030327.1:48215904",0.217359785476818,0.0213162575839243,0.579766423687643,0.861336330162054,0.813609602795118
"CM030327.1:62205236",0.0241151776328353,0.080510563174575,0.815933222230821,0.99998373797515,0.979103648599344
"CM030327.1:89517476",0.0161528647942962,0.088213871340341,0.460283541375885,0.972771178441002,0.99998373797515
"CM030327.1:98738789",0.0110262515382747,0.00121102524472106,0.99998373797515,0.99998373797515,0.99998373797515
"CM030327.1:126746773",0.168942650871649,0.990746350213864,0.0295755728252232,0.99998373797515,0.890088216648862
"CM030327.1:161345747",0.0866325894304622,0.017752968668335,0.99998373797515,0.998896252323356,0.99998373797515
"CM030327.1:166107531",0.0083223498353107,0.441705263217368,0.709820762837079,0.99998373797515,0.99998373797515
"CM030327.1:167869017",0.30478519431589,0.99998373797515,0.0141980145488739,0.851850030408429,0.99998373797515
"CM030327.1:194045118",0.319910798224983,0.99998373797515,0.0350449735830304,0.99998373797515,0.99998373797515
"CM030327.1:217679590",0.673632687793896,0.99998373797515,0.043651943506273,0.42210937553871,0.974893946958299
"CM030327.1:248054102",0.789038469161261,0.99998373797515,0.00268585084744923,0.630996517315736,0.583148553886003
"CM030327.1:265524170",0.00515462608211492,0.0281912414564933,0.633473356694079,0.99998373797515,0.99998373797515
"CM030327.1:286715332",0.0453141609155096,0.17760033590233,0.382481505220637,0.980828831201476,0.94872063018621
"CM030327.1:300713710",0.99998373797515,0.837438706096536,0.907420331759843,0.99998373797515,0.00506125461296244
"CM030327.1:304462973",0.000395514662500077,0.00176016467405464,0.311996443793772,0.956562984862788,0.983101298024568
"CM030327.1:306035445",0.0898647374461952,0.0335091052529975,0.858901703972178,0.486653250321508,0.803650746916133
"CM030327.1:313601789",0.951483546558577,0.814462242772914,0.99998373797515,0.0487947713415912,0.954586366196787
"CM030327.1:377613280",0.519087252915381,0.00347961697867552,0.517838503363346,0.958272643292169,0.99998373797515
"CM030327.1:401668320",0.10553105022557,0.0304790638975478,0.99998373797515,0.584318245855042,0.99998373797515
"CM030327.1:414717667",0.228234024650806,0.99998373797515,0.0384588678845631,0.196287668833972,0.99998373797515
"CM030327.1:431010926",0.0303575808743776,0.210213998311379,0.542845935818353,0.987929813300062,0.99998373797515
"CM030327.1:454067413",0.0336610632877002,0.0916755337326041,0.635207744715337,0.99998373797515,0.975225684822234
"CM030327.1:457269074",0.954809749980286,0.282458604368873,0.0232693017049944,0.189983024694807,0.99998373797515
"CM030327.1:481142900",0.0052141980082047,0.215390666289345,0.788880307823468,0.99998373797515,0.99998373797515
"CM030327.1:488665270",0.00312560221276621,0.00449766784215967,0.595143168235492,0.876037765082644,0.99998373797515
"CM030327.1:516973942",0.0196076184866758,0.0123413244448135,0.99998373797515,0.99998373797515,0.99998373797515
"CM030327.1:528992794",0.150338614813562,0.0345786411756223,0.0488928440511677,0.99998373797515,0.972321522101234
"CM030327.1:551183449",0.99998373797515,0.99998373797515,0.00692848848267795,0.78478832694606,0.99998373797515
"CM030327.1:556904638",0.00246003785685653,0.000585879873917115,0.99998373797515,0.99998373797515,0.99998373797515
"CM030327.1:569924881",0.00786953729971154,0.99998373797515,8.76241700848616e-05,0.99998373797515,0.99998373797515
"CM030327.1:609848276",0.050177746003104,0.00159785248315982,0.261708820586497,0.99998373797515,0.599088627469259
"CM030327.1:615455366",0.0466790129007298,0.155326069221778,0.998411097486883,0.998311816480383,0.922409880958188
"CM030327.1:674629690",0.0423939675630605,0.0141553850439259,0.99998373797515,0.99998373797515,0.966484186315244
